동,위도,경도,인구,유동
내수동,37.573441267285716,126.97199374942856,1102,49011
내자동,37.57512469716667,126.97176724433332,3393,61907
냉천동,37.56735369494444,126.96258755288889,1260,21499
노고산동,37.554157039777785,126.93899153738887,4763,75296
노량진동,37.510693993866674,126.9431314418333,1507,51613
녹번동,37.60512750410256,126.93658885576919,4917,30756
논현동,37.512808494,127.03012273120001,4043,25761
누상동,37.580258218722214,126.96245149677777,3552,12649
누하동,37.57916746677777,126.96853513044445,4213,86019
능동,37.54974480638096,127.08264966999998,1061,81428
다동,37.56815082119999,126.98147131920003,1695,80294
답십리동,37.57304349554839,127.05684481229032,1149,74349
당산동,37.53760133176667,126.90196468799996,3333,29007
당산동1가,37.520695264249994,126.89971100175002,4756,89749
당산동2가,37.52200825983332,126.89366232450003,1480,63841
당산동3가,37.52576023011111,126.89793719099998,1270,42595
당산동4가,37.5277642801,126.90087060969998,4472,53191
당산동5가,37.531697404,126.9021949395,4813,96260
당산동6가,37.535268429999995,126.90271924314285,1536,48399
당인동,37.5442986385,126.91983338741669,3720,76341
당주동,37.571451427875004,126.97414726987499,1491,14877
대림동,37.49853567462856,126.89959993057143,1263,84560
대방동,37.50614926578124,126.93004245234377,3882,95197
대신동,37.56489299350001,126.94456643404543,2118,86439
대조동,37.61139560947058,126.92488202470588,4029,99361
대치동,37.496136356547595,127.0712090785238,3986,34364
대현동,37.560771477875,126.94585978966667,1067,81486
대흥동,37.54918966341934,126.94283727496772,4574,55063
도곡동,37.487263923133334,127.04479493820001,4194,21750
도렴동,37.572673017,126.97492887519998,4790,47373
도림동,37.50886346663636,126.90097607163635,2660,83164
도봉동,37.6838852625119,127.03133758722626,4009,73199
도선동,37.56304160187501,127.03390660800001,3492,55941
도원동,37.5388005684,126.9563598039,4348,95535
도화동,37.539664136238095,126.95008016804762,4136,16922
독산동,37.46572785142253,126.89878850156339,4122,82130
돈암동,37.5974243486,127.01750881758461,2853,81380
돈의동,37.57176649942857,126.99075302557142,4942,78857
동교동,37.557684600222224,126.92702018327776,3675,81052
동빙고동,37.52503352661905,126.99533575014286,3188,29356
동선동1가,37.592371988857145,127.01806489085712,3464,24347
동선동2가,37.590065425750005,127.02072069849999,2830,62953
동선동3가,37.594111565,127.02072527649999,4780,61733
동선동4가,37.59545596433333,127.01905095058332,2752,57111
동선동5가,37.59681499891668,127.01699721441668,4210,29608
동소문동1가,37.589839056166674,127.00699331266664,2267,82444
동소문동2가,37.588776556374995,127.00797325474998,1512,33999
동소문동3가,37.59063554566666,127.01202199216664,1838,68431
동소문동4가,37.59162636137501,127.010258634,2095,75307
동소문동5가,37.59141824833333,127.01564590177775,1018,26628
동소문동6가,37.59370788766668,127.01435265911111,4859,90089
동소문동7가,37.59662186700001,127.01411559614287,4714,95555
동숭동,37.58180730805882,127.00540196729413,2800,47070
동자동,37.55185408133333,126.97322846850004,1534,20278
동작동,37.499339691684206,126.97356187723685,3289,41933
둔촌동,37.52697343925581,127.1447665736977,2589,35731
등촌동,37.55033163629729,126.85589176200004,2576,82828
마곡동,37.57157968611111,126.82883360686108,4754,38233
마장동,37.566445514520005,127.04086589176002,2211,12235
마천동,37.49854969471875,127.15346780756246,2874,85676
마포동,37.53755164420001,126.9440687508,3417,18427
만리동1가,37.55621751314286,126.96736748357144,3966,81271
만리동2가,37.55431583711112,126.96398692966666,2144,14460
망우동,37.60137319060417,127.10749009099999,4030,56075
망원동,37.556217616384615,126.89956562638463,1081,29457
면목동,37.581894197191495,127.09180375755321,2541,46979
명동1가,37.564344365714284,126.98472245771428,3431,48787
명동2가,37.562828534846155,126.98574156415386,2808,76810
명륜1가,37.58918548926315,126.9975674796842,1568,78826
명륜2가,37.58467675309999,126.99930980050001,1976,84783
명륜3가,37.58804552355999,126.9934456484,2321,96836
명륜4가,37.58225540619999,126.9997536204,3651,35269
명일동,37.547923208971426,127.15088126917139,3927,27100
목동,37.53635561481249,126.87803397437499,2676,49333
묘동,37.573074515142864,126.99161563728572,2656,41607
무교동,37.567710147666666,126.97918253416668,3209,53443
무악동,37.57692541713333,126.9593011886,2138,39283
무학동,37.56458752779999,127.0152926442,1015,35919
묵동,37.61321150684375,127.08117307387501,2916,30909
묵정동,37.56124806611112,127.00050328566665,1161,19260
문래동1가,37.51156840533333,126.89612884799999,4032,43872
문래동2가,37.512508195625,126.892515003375,1139,21796
문래동3가,37.51740015225,126.89674574166666,2832,94465
문래동4가,37.513798985545456,126.88976407690907,3653,66549
문래동5가,37.5166116475,126.88332267507144,1293,28728
문래동6가,37.520666053000014,126.8829062778,4065,99097
문배동,37.53739688707692,126.96963297653848,3479,73405
문정동,37.485800270676464,127.12454730717651,3424,56834
미근동,37.563253940636365,126.96719585936366,1060,93822
미아동,37.61973802660606,127.02724134359089,4385,72312
반포동,37.50086653926665,126.99880823575552,4636,52982
방배동,37.47889606576921,126.99495058907688,1158,33558
방산동,37.56859010024999,127.00318244649999,2708,38868
방이동,37.5150935931,127.13351822409997,1906,80200
방학동,37.665897978068955,127.03018572439656,1932,25593
방화동,37.57409043281667,126.81246248026667,4115,54337
번동,37.62408181283908,127.04010725770117,4009,15624
보광동,37.52648693172727,127.00092358700003,1339,16747
보문동1가,37.58596492088888,127.01998105533335,4289,92329
보문동2가,37.58522971566666,127.0184765615,4475,91251
보문동3가,37.58367340689999,127.01665237060001,4376,54393
보문동4가,37.58249735177778,127.02159119388888,2089,64836
보문동5가,37.582291714875,127.02016125649997,2201,69542
보문동6가,37.58049884257142,127.01882469035715,4523,57558
보문동7가,37.57975053777778,127.02264652600002,4901,16636
본동,37.51093639486364,126.95340523554546,3283,33828
봉래동1가,37.559034677,126.97282278314285,2259,56265
봉래동2가,37.556777514416666,126.97120843624998,4419,36054
봉원동,37.57245116647369,126.94661716189476,3922,63358
봉익동,37.57257531571428,126.99306756214285,3634,52953
봉천동,37.4800647407596,126.95168303779813,3031,24476
부암동,37.595276737750005,126.9661702305682,1802,21269
북가좌동,37.57847660607407,126.91291245548153,4197,83671
북아현동,37.563110451793094,126.95475759441376,3467,47585
북창동,37.562574797285706,126.97849180871432,2730,43408
불광동,37.62003656398,126.93714325438003,3598,62538
사간동,37.57693659820001,126.98038625100003,2859,29289
사근동,37.559238210548386,127.04745171383873,3666,40255
사당동,37.48723000572973,126.97071467651354,2114,56812
사직동,37.575617749149984,126.96597996235,4009,32353
산림동,37.56757403142858,126.995823813,3398,67167
산천동,37.53589537733333,126.95202935622223,4076,17043
삼각동,37.568005734,126.98493892450001,1412,64787
삼선동1가,37.584506761578936,127.00787253842107,3257,10425
삼선동2가,37.584160754470595,127.01155439411765,1479,12541
삼선동3가,37.586583537500005,127.01351537780002,3194,78069
삼선동4가,37.590004929375,127.01357951562498,4676,95660
삼선동5가,37.587864094111104,127.01622262400002,4410,84865
삼성동,37.5148282668125,127.05664145106255,4284,96015
삼전동,37.49975651930769,127.09116390038459,3620,71990
삼청동,37.589983542361104,126.98122975741666,1710,93309
상계동,37.67217960412264,127.07153091542453,2024,77255
상도1동,37.504543198526314,126.95133619084213,1656,24151
상도동,37.50005447235714,126.94504542661227,3788,84161
상봉동,37.59908062989189,127.08574056889188,2537,70645
상수동,37.54735607695238,126.92474723842854,3305,59956
상암동,37.572634612035706,126.88369545803573,2306,40230
상왕십리동,37.56845339046155,127.02560362630769,3234,34515
상월곡동,37.608447094108314,127.04845889797501,4864,13928
상일동,37.54897401799999,127.17401638891175,3014,81894
서계동,37.55185839839999,126.96728884719998,4060,16172
서교동,37.55404704365516,126.92042758975863,4141,77899
서린동,37.569448919375,126.98058109012499,2944,13555
서빙고동,37.52081312923529,126.99146606088235,1141,24396
서소문동,37.563273363600004,126.97415477839999,4376,68184
서초동,37.486500882555546,127.01460465462968,3837,69476
석관동,37.60972522383132,127.05904710738557,1812,40633
석촌동,37.502799440727266,127.10276263136365,2189,74048
성내동,37.53156708505882,127.13170647323528,3165,24905
성북동,37.596117943236344,126.99507897663636,1154,30011
성북동1가,37.589383536499994,127.00404359059999,1282,96043
성산동,37.567430763733334,126.90406908446663,2065,48829
성수동1가,37.54338712564515,127.04370747432257,3600,43907
성수동2가,37.543527774999994,127.05339470724,3835,75199
세곡동,37.46428887100001,127.10636788533337,2227,62711
세종로,37.57934148494596,126.97690991897294,4840,33048
소격동,37.5793757875,126.98141698625,3360,75137
소공동,37.564266053555556,126.98005583622223,4139,50271
송월동,37.57022300571428,126.96553200657142,2111,78103
송정동,37.55435967031249,127.0628230359375,1353,53471
송파동,37.50415328115385,127.11541317638465,4931,92541
송현동,37.57640992444445,126.98227218922223,4219,84119
수색동,37.58667427494286,126.89526662911427,1719,82374
수서동,37.4843375167317,127.09582887670733,3887,63600
수송동,37.573504209636354,126.98104766972727,1017,38544
수유동,37.63891573222949,127.00483748288524,4486,97365
수표동,37.5676537632,126.98950506410002,4865,83834
수하동,37.56719154071429,126.98463270242857,1645,28909
순화동,37.562844638499996,126.97053399350003,2743,98708
숭인동,37.57703996062501,127.01783619033337,4097,18692
시흥동,37.45132277336362,126.9095430191299,2108,64026
신계동,37.534972898333336,126.96535102275004,4194,50393
신공덕동,37.544203472384616,126.95690867238461,2137,16489
신교동,37.584365392100004,126.96822406410001,2628,66176
신길동,37.50567338442104,126.91236123273684,3582,75065
신내동,37.61262659090324,127.10111103009675,1214,69235
신당동,37.558292287813565,127.01359487599998,2008,79089
신대방동,37.493645222156246,126.92023549574998,1881,97912
신도림동,37.511013214026306,126.88089222647369,1698,64082
신림동,37.46290865054165,126.93382968049995,4216,92143
신문로1가,37.57034996222223,126.97430339844443,2270,10681
신문로2가,37.57100794454999,126.9689708447,4232,41919
신사동,37.52445088009092,127.0304210947273,4264,29015
신사동,37.59558486945161,126.90610027435484,3045,10620
신설동,37.57414486809091,127.02551025581819,4085,18096
신수동,37.54867320362499,126.93755718125,1527,89320
신영동,37.60241291077778,126.96222786049998,4969,35211
신원동,37.44829646275,127.05914961013038,4126,81723
신월동,37.52646481591046,126.83171180874628,4521,95826
신정동,37.512169521494734,126.85540704489479,4109,66991
신정동,37.54362915308334,126.93053093566665,2972,73316
신창동,37.53586747844444,126.95495171055558,2125,40668
신천동,37.522624561102546,127.09009793251279,2785,99149
신촌동,37.56544666321875,126.94114665093747,2392,33882
쌍림동,37.56389799876923,127.00431075538464,2374,46042
쌍문동,37.655412929849994,127.02386644559999,4348,31343
아현동,37.554010222107145,126.95659154753568,1022,48173
안국동,37.5774728067,126.98378719029999,3064,95250
안암동1가,37.5888818182353,127.0227422066471,1156,87231
안암동2가,37.58727042892308,127.02375718207692,2437,18248
안암동3가,37.583858768384616,127.0238154349231,3332,71977
안암동4가,37.58047087537499,127.02464869050002,4139,33410
안암동5가,37.588914856676475,127.02843805911768,4604,51061
암사동,37.55723992963888,127.13448821972219,3009,95830
압구정동,37.53003144713637,127.03147143772726,1335,77263
양재동,37.46750536616901,127.03749654195771,2937,94346
양평동,37.536181478647066,126.88929277152941,1571,84613
양평동1가,37.522389989142866,126.88972203242858,2293,54908
양평동2가,37.52322415544445,126.88317380999999,4770,73440
양평동3가,37.528896065538476,126.89042428938463,4615,33102
양평동4가,37.53746164392857,126.8976974317857,4246,62908
양평동5가,37.53915489012501,126.89259829362501,4121,34306
양평동6가,37.54253469483334,126.88916417799997,4552,73205
양화동,37.54686598948388,126.88919711970973,2506,34442
여의도동,37.52962920918918,126.92810953564863,3168,61297
역삼동,37.50054954014286,127.04076145835714,1511,75323
역촌동,37.60435927834482,126.91236436927585,4312,88488
연건동,37.57837117783333,127.00010686866666,4326,84347
연남동,37.562080807111116,126.92184669583334,1323,60591
연지동,37.573856999538464,127.00041433007692,3338,90175
연희동,37.57144600444899,126.93398323314285,2701,17233
염곡동,37.46161322470116,127.05423558782756,3671,80366
염리동,37.549645097225806,126.94765907116125,2459,53683
염창동,37.5551600901923,126.87146950834614,3103,15562
영등포동,37.51357304378948,126.90656549110525,3347,66361
영등포동1가,37.517717835375,126.9132133745,2304,47173
영등포동2가,37.51999851338462,126.9131464963077,1338,82957
영등포동3가,37.51828539737501,126.90821321025,2025,36853
영등포동4가,37.5181773412,126.9037518836,2162,13404
영등포동5가,37.520581478000004,126.90666802966668,1995,71796
영등포동6가,37.52167031716666,126.902460745,1901,23685
영등포동7가,37.52452632125,126.9070102583333,3835,37492
영등포동8가,37.5283051676,126.90570618,1903,58077
영천동,37.57012843858333,126.95874066724998,1311,78999
예관동,37.564122730624995,126.99848216912501,2235,88125
예장동,37.555738735375,126.99037226154167,1399,83799
예지동,37.569741838714286,126.99886083042858,1236,10290
오곡동,37.55403883492452,126.78240947590568,2778,87695
오금동,37.50504384776192,127.13781727590475,3187,36522
오류동,37.492542038509804,126.83981275760785,2944,83150
오쇠동,37.543149420971424,126.79786251257143,4258,68678
오장동,37.56471900566666,127.0011601238889,4178,93594
옥수동,37.54307914663414,127.01676564656097,4086,27581
옥인동,37.5834822017619,126.96443727899998,2288,76066
옥천동,37.569219421,126.95949231558335,4229,40289
온수동,37.49441919432143,126.82047236467858,3389,75475
와룡동,37.58091710290322,126.99269222774191,4166,10578
외발산동,37.54813168729999,126.82182180466665,4771,14790
용강동,37.541521599,126.9412836862,3417,59948
용답동,37.561778042352934,127.05162373652944,4401,84103
용두동,37.576057455480004,127.03545608540001,3354,91465
용문동,37.537584977785706,126.96008607,1169,66488
용산동1가,37.5395476123125,126.9767995779375,4970,99933
용산동2가,37.54535634137499,126.98697337587498,3885,58489
용산동3가,37.5325400558,126.97607040253337,4498,96503
용산동4가,37.53067323678572,126.98529227828571,1720,49178
용산동5가,37.52659703863157,126.9731087717895,3418,66763
용산동6가,37.52050931964,126.98567692392002,4276,39248
우면동,37.46652745144681,127.0174371211702,2743,54376
우이동,37.66258428741236,127.0000267453299,4365,25692
운니동,37.57655532855555,126.98796494777775,4470,65434
원남동,37.5759334217,126.99770037070002,1246,92499
원서동,37.584695398095235,126.98806349814285,3839,52615
원지동,37.44346071673437,127.04808829020314,2818,28889
원효로1가,37.540364107500004,126.96784709764287,2933,99208
원효로2가,37.53673065491666,126.96345816941668,3975,60969
원효로3가,37.53454209914286,126.95826981471427,3139,44668
원효로4가,37.533224491153845,126.95209281069229,4179,10070
월계동,37.62451522320001,127.05704139607059,3942,16193
율현동,37.4708582542258,127.11131471425807,3603,56349
을지로1가,37.56599292975,126.98076870508334,1801,25924
을지로2가,37.56595580835714,126.9858749624286,4627,26175
을지로3가,37.566543451230764,126.99254462592309,4954,71578
을지로4가,37.566361041111115,126.99797938122222,4550,76934
을지로5가,37.566739801749996,127.0025308981667,2635,52130
을지로6가,37.56748719866667,127.00703990925001,3783,62931
을지로7가,37.56690459685716,127.00996742542858,1597,22902
응봉동,37.55115785195455,127.03396070686364,1448,84761
응암동,37.59313250417142,126.92588440774284,1935,77683
의주로1가,37.56342625153845,126.96850013261536,3048,50112
의주로2가,37.560378547142854,126.96962790442858,4597,32377
이문동,37.599429614891896,127.06268097478376,3884,16672
이촌동,37.51891023451515,126.96633478896972,3571,89286
이태원동,37.5391327206,126.9939416936,2746,58269
이화동,37.57728354381819,127.00565148936366,1242,21825
익선동,37.574187228857134,126.98999635314284,3264,33898
인사동,37.57201670172728,126.98588038554543,2956,40934
인의동,37.57277378144445,126.9976579868889,1136,39799
인현동1가,37.5644448946,126.99421594669998,1342,47215
인현동2가,37.56446140837499,126.99645778525002,1745,21996
일원동,37.48757364727272,127.08226708127276,2557,49293
입정동,37.56771097624999,126.99284933162501,3282,44014
자곡동,37.476681257416665,127.09917982858333,2420,40771
자양동,37.5344394845909,127.07713824911364,3691,23143
잠실동,37.51255325055171,127.08398399841381,4825,59048
잠원동,37.51865101666667,127.00888213555557,2202,18077
장교동,37.56755985837501,126.98744000250001,1650,23227
장사동,37.568995525714286,126.99482148242859,1949,48935
장안동,37.57117407530769,127.06909890753846,1524,69334
장위동,37.6130493437065,127.0503865232717,2649,42191
장지동,37.47870445550001,127.13363193407407,1900,69738
장충동1가,37.56160328415385,127.00773091530772,1997,36637
장충동2가,37.55547526560464,127.00015627695349,2086,54732
재동,37.578300192600004,126.98527161080001,4764,59405
저동1가,37.5641874337,126.98797598700003,1697,17048
저동2가,37.56430025144445,126.98995715466668,3795,73842
적선동,37.5753677167143,126.97417864614286,2076,51387
전농동,37.580044900723394,127.05711599091487,3635,92620
정동,37.566189234499994,126.97331389915003,4419,93071
정릉동,37.61403668588542,126.99951907218748,3079,35398
제기동,37.58474900843999,127.03741958307997,1263,57335
종로1가,37.57061923233333,126.98024956733333,4421,29415
종로2가,37.570489792500005,126.98689793866664,4753,56989
종로3가,37.5705701866,126.99263132240003,4795,55696
종로4가,37.57074224071429,126.99810343585716,4376,12860
종로5가,37.5708504135,127.00243910479999,3079,53212
종로6가,37.571819254416674,127.00822815133331,1727,61508
종암동,37.595946898499996,127.03334241299999,2049,40392
주교동,37.568166634400015,126.9991648699,4096,57440
주성동,37.522620288,126.99946598683334,4378,69215
주자동,37.56074285079999,126.98958849319999,4560,90560
중계동,37.64959557912309,127.08050038869231,4367,10429
중곡동,37.564342328171435,127.09261711854285,2231,94468
중동,37.57129179772727,126.90582499900005,3791,60740
중림동,37.55920902725,126.96617136374998,2350,37624
중학동,37.575447191500004,126.97968488350001,1335,23269
중화동,37.601002777374994,127.07946614100001,3029,45849
증산동,37.58488431304544,126.90532761718183,3352,90889
진관동,37.63846582814443,126.93609543623336,3542,47406
창동,37.64361775665216,127.04644515302179,2611,94590
창성동,37.58029159240001,126.97269187039998,2685,37290
창신동,37.5754872828077,127.01310021065389,1140,49506
창전동,37.55062148369565,126.92966960360869,2538,98753
창천동,37.55963364349999,126.93461769125001,3152,93394
천연동,37.568094753999986,126.95985780659998,2783,61397
천왕동,37.48152538034285,126.83972730140002,3241,80710
천호동,37.5453941428,127.12867650508001,3915,54519
청담동,37.526454916687506,127.051692772875,4752,46486
청량리동,37.59036541163637,127.04539368839394,4703,86018
청암동,37.53471086655556,126.94704041388893,3462,25306
청운동,37.58918828814286,126.96920961078571,3515,92085
청진동,37.571703801999995,126.98054948416667,2792,26436
청파동1가,37.54867862692858,126.96741998321428,3188,42580
청파동2가,37.54613055731579,126.96652816221051,2915,63921
청파동3가,37.54320673255555,126.96696957427781,3552,97781
체부동,37.577693934714276,126.97085492785712,3568,45365
초동,37.56445493388888,126.99253224099999,2122,10748
충무로1가,37.561201786615385,126.982822167,3047,48898
충무로2가,37.561682290153854,126.98818345176923,1059,88474
충무로3가,37.56248216088889,126.99216567,1247,62719
충무로4가,37.56237724172727,126.99586999454546,1708,84782
충무로5가,37.56249130190909,126.99932095036365,4970,44582
충신동,37.575030877166675,127.00620269725,3420,21529
충정로1가,37.566868093124995,126.96851746037501,3181,53656
충정로2가,37.56524302913333,126.96482770086665,2523,12007
충정로3가,37.5622415202,126.96207937513333,2658,22185
태평로1가,37.56788141836363,126.97739573199996,1039,22220
태평로2가,37.56372034333332,126.97683059775,3117,57086
토정동,37.5390652712,126.94013701489999,4277,84692
통의동,37.577742694333345,126.9729379445,3350,28032
통인동,37.580230253857145,126.97025422685714,4331,29066
팔판동,37.582624864749995,126.9808858,3263,47973
평동,37.56786713344444,126.966822656,4572,47758
평창동,37.61354423346551,126.97449689620693,4476,85602
풍납동,37.53448318712499,127.11371268656251,2244,69229
필동1가,37.56116971266667,126.99277214466669,4685,69839
필동2가,37.55916000033333,126.99519749057143,2362,53750
필동3가,37.559085192875,126.99709278337502,3958,19808
필운동,37.57729795192307,126.96850519984618,3246,19939
하계동,37.63853898394445,127.07330543658333,1935,73978
하왕십리동,37.56417948947059,127.02840821726471,2387,57871
하월곡동,37.60526857507547,127.04032632452831,1683,84087
하중동,37.544345510222215,126.9282321033333,1131,37870
한강로1가,37.53578399300001,126.97318262144444,2996,48086
한강로2가,37.531152638291665,126.96902747691668,3034,50493
한강로3가,37.52762216915624,126.96392624028127,4364,50445
한남동,37.53949664097871,127.00464401746808,1033,91214
합동,37.561587913625004,126.96678894175,2485,17546
합정동,37.547550421333334,126.91222254090475,3869,76818
항동,37.48056002259524,126.8241737070952,2157,91681
행당동,37.55845004390698,127.03620670399998,2637,98195
행촌동,37.57375087730769,126.96315548538465,3006,67998
현석동,37.54283907572728,126.93410460736364,1905,70569
현저동,37.57347528129413,126.95419461711765,3602,31332
혜화동,37.587834162625,127.00214675641668,1625,46419
홍은동,37.59546118431507,126.94128123743837,3555,74561
홍익동,37.567107858823526,127.03220905417648,2697,32407
홍제동,37.58788450688235,126.94949007431373,1105,94078
홍지동,37.60069159331818,126.95684599754544,1599,81208
홍파동,37.571337799374994,126.964435757625,4104,71581
화곡동,37.5444587647111,126.84682776275554,2625,51070
화동,37.58076885899999,126.98288785209999,3243,21173
화양동,37.542383758206896,127.07485162403447,3716,25144
황학동,37.56941295675,127.02107876299999,3899,48566
회기동,37.59358868429032,127.05166790345163,4181,26341
회현동1가,37.557117013695645,126.98153719326088,3902,79932
회현동2가,37.558816846888895,126.98301960788889,3995,64549
회현동3가,37.560261784,126.98426771779998,3169,11556
효자동,37.582785876833334,126.97201771416665,4164,78706
효제동,37.57359908350001,127.00277748219999,4092,73681
효창동,37.54275539154167,126.96121244541666,1732,75019
후암동,37.550966115629635,126.98010904529627,3572,21027
훈정동,37.57419312170588,126.99427151758825,1987,96413
휘경동,37.58768979334209,127.06355344718419,4316,97405
흑석동,37.504607687787875,126.96225041469695,1298,22420
흥인동,37.5674593184,127.01624022770002,2179,22258
